Mfr PartNumber,GBWP (kHz),Supply Current (uA),GBWP/uA,min_voltage,max_voltage
MAX4249EUB+,22000,420,52.380952381,2.4,5.5
MAX4256ESA+,22000,420,52.380952381,2.4,5.5
MAX4257ESA+T,22000,420,52.380952381,2.4,5.5
MAX4257EUA+T,22000,420,52.380952381,2.4,5.5
MAX4257EUA+,22000,420,52.380952381,2.4,5.5
MAX4249ESD+T,22000,420,52.380952381,2.4,5.5
MAX4249EUB+T,22000,420,52.380952381,2.4,5.5
MAX4249ESD+,22000,420,52.380952381,2.4,5.5
MAX4256ESA,22000,420,52.380952381,2.4,5.5
MAX4256EUA,22000,420,52.380952381,2.4,5.5
MAX4256ESA+T,22000,420,52.380952381,2.4,5.5
MAX4256EUA+T,22000,420,52.380952381,2.4,5.5
MAX4256EUA+,22000,420,52.380952381,2.4,5.5
MAX4255EUK-T,22000,420,52.380952381,2.4,5.5
LT6233CS6#TRMPBF,60000,1150,52.1739130435,3,12.6
LT6233IS6#TRMPBF,60000,1150,52.1739130435,3,12.6
LT6234CS8#PBF,60000,1150,52.1739130435,3,12.6
LT6234CDD#PBF,60000,1150,52.1739130435,3,12.6
LT6234IDD#PBF,60000,1150,52.1739130435,3,12.6
LT6233CS6#TRM,60000,1150,52.1739130435,3,12.6
LT6233CS6#TR,60000,1150,52.1739130435,3,12.6
LT6233CS6#TRPBF,60000,1150,52.1739130435,3,12.6
LT6233IS6#TRM,60000,1150,52.1739130435,3,12.6
LT6233IS6#TR,60000,1150,52.1739130435,3,12.6
LT6233IS6#TRPBF,60000,1150,52.1739130435,3,12.6
LT6234CS8,60000,1150,52.1739130435,3,12.6
LT6234CS8#TR,60000,1150,52.1739130435,3,12.6
LT6234CS8#TRPBF,60000,1150,52.1739130435,3,12.6
LT6234CDD,60000,1150,52.1739130435,3,12.6
LT6234CDD#TR,60000,1150,52.1739130435,3,12.6
LT6234CDD#TRPBF,60000,1150,52.1739130435,3,12.6
LT6234IS8,60000,1150,52.1739130435,3,12.6
LT6234IS8#PBF,60000,1150,52.1739130435,3,12.6
LT6234IS8#TR,60000,1150,52.1739130435,3,12.6
LT6234IS8#TRPBF,60000,1150,52.1739130435,3,12.6
LT6234IDD,60000,1150,52.1739130435,3,12.6
LT6234IDD#TR,60000,1150,52.1739130435,3,12.6
LT6234IDD#TRPBF,60000,1150,52.1739130435,3,12.6
LT6235CGN,60000,1150,52.1739130435,3,12.6
LT6235CGN#TR,60000,1150,52.1739130435,3,12.6
LT6235CGN#TRPBF,60000,1150,52.1739130435,3,12.6
LT6235IGN,60000,1150,52.1739130435,3,12.6
LT6235IGN#PBF,60000,1150,52.1739130435,3,12.6
LT6235IGN#TR,60000,1150,52.1739130435,3,12.6
LT6235IGN#TRPBF,60000,1150,52.1739130435,3,12.6
LT6235CGN#PBF,60000,1150,52.1739130435,3,12.6
EL8101IWZ-T7A,100000,2000,50,3,5
LM6152BCM/NOPB,80000,1600,50,2.7,24
EL8201ISZ,100000,2000,50,3,5
LM6152ACM/NOPB,80000,1600,50,2.7,24
LM6154BCM/NOPB,80000,1600,50,2.7,24
MAX9910EXK+T,200,4,50,1.8,5.5
MAX9911EXT+T,200,4,50,1.8,5.5
MAX9914EXK+T,1000,20,50,1.8,5.5
MAX9915EXT+T,1000,20,50,1.8,5.5
EL8100IWZ-T7A,100000,2000,50,3,5
EL8401IUZ-T7,100000,2000,50,3,5
MAX9622AXK+T,50000,1000,50,2,5.25
EL8100ISZ-T7,100000,2000,50,3,5
EL8100ISZ-T13,100000,2000,50,3,5
EL8100IWZ-T7,100000,2000,50,3,5
EL8101IWZ-T7,100000,2000,50,3,5
LM6152BCMX/NOPB,80000,1600,50,2.7,24
EL8200IYZ-T7,100000,2000,50,3,5
EL8200IYZ-T13,100000,2000,50,3,5
EL8201ISZ-T13,100000,2000,50,3,5
EL8201ISZ-T7,100000,2000,50,3,5
LM6152ACMX/NOPB,80000,1600,50,2.7,24
EL8200IYZ,100000,2000,50,3,5
LM6154BCMX/NOPB,80000,1600,50,2.7,24
EL8401ISZ-T7,100000,2000,50,3,5
EL8401ISZ-T13,100000,2000,50,3,5
EL8401IUZ-T13,100000,2000,50,3,5
EL8401ISZ,100000,2000,50,3,5
EL8401IUZ,100000,2000,50,3,5
MAX9911EWT+T,200,4,50,1.8,5.5
MAX44265EWT+T,200,4,50,1.8,5.5
MAX9624AKA+T,50000,1000,50,2,5.25
EL8100IS,100000,2000,50,3,5
EL8200IY,100000,2000,50,3,5
EL8201IS,100000,2000,50,3,5
EL8300IS,100000,2000,50,3,5
EL8300IU,100000,2000,50,3,5
EL8401IS,100000,2000,50,3,5
EL8401IU,100000,2000,50,3,5
EL8100IW-T7,100000,2000,50,3,5
EL8101IW-T7,100000,2000,50,3,5
EL8100IS-T7,100000,2000,50,3,5
EL8100IW-T7A,100000,2000,50,3,5
EL8101IW-T7A,100000,2000,50,3,5
EL8200IY-T7,100000,2000,50,3,5
EL8201IS-T7,100000,2000,50,3,5
EL8300IS-T7,100000,2000,50,3,5
EL8300IU-T7,100000,2000,50,3,5
EL8401IS-T7,100000,2000,50,3,5
EL8401IU-T7,100000,2000,50,3,5
EL8100ISZ,100000,2000,50,3,5
EL8300IUZ-T7,100000,2000,50,3,5
EL8300ISZ-T7,100000,2000,50,3,5
EL8100IS-T13,100000,2000,50,3,5
EL8200IY-T13,100000,2000,50,3,5
EL8201IS-T13,100000,2000,50,3,5
EL8300IS-T13,100000,2000,50,3,5
EL8300ISZ,100000,2000,50,3,5
EL8300ISZ-T13,100000,2000,50,3,5
EL8300IU-T13,100000,2000,50,3,5
EL8300IUZ,100000,2000,50,3,5
EL8300IUZ-T13,100000,2000,50,3,5
EL8401IS-T13,100000,2000,50,3,5
EL8401IU-T13,100000,2000,50,3,5
ISL28274FAZ,6000,120,50,2.4,5
ISL28274FAZ-T7,6000,120,50,2.4,5
MAX9624AXA+T,50000,1000,50,2,5.25
THS4304DBVT,870000,18000,48.3333333333,2.7,5
THS4304DGK,870000,18000,48.3333333333,2.7,5
THS4304D,870000,18000,48.3333333333,2.7,5
THS4304DBVR,870000,18000,48.3333333333,2.7,5
THS4304DBVRG4,870000,18000,48.3333333333,2.7,5
THS4304DR,870000,18000,48.3333333333,2.7,5
THS4304DRG4,870000,18000,48.3333333333,2.7,5
THS4304DBVTG4,870000,18000,48.3333333333,2.7,5
THS4304DGKG4,870000,18000,48.3333333333,2.7,5
THS4304DG4,870000,18000,48.3333333333,2.7,5
THS4304DGKR,870000,18000,48.3333333333,2.7,5
THS4304DGKRG4,870000,18000,48.3333333333,2.7,5
LMH6618MK/NOPB,65000,1350,48.1481481481,2.7,11
LMH6618MKE/NOPB,65000,1350,48.1481481481,2.7,11
LMH6618MKX/NOPB,65000,1350,48.1481481481,2.7,11
TSV6292IDT,1300,29,44.8275862069,1.5,5.5
TSV6292IST,1300,29,44.8275862069,1.5,5.5
TSV6292ILT,1300,29,44.8275862069,1.5,5.5
TSV6293IST,1300,29,44.8275862069,1.5,5.5
TSV6294IPT,1300,29,44.8275862069,1.5,5.5
TSV6295IPT,1300,29,44.8275862069,1.5,5.5
TSV6292AIDT,1300,29,44.8275862069,1.5,5.5
TSV6292AILT,1300,29,44.8275862069,1.5,5.5
TSV6292AIST,1300,29,44.8275862069,1.5,5.5
TSV6293AIST,1300,29,44.8275862069,1.5,5.5
TSV6295AIPT,1300,29,44.8275862069,1.5,5.5
TSV6294AIPT,1300,29,44.8275862069,1.5,5.5
TSV6292AID,1300,29,44.8275862069,1.5,5.5
LT1819CS8#PBF,400000,9000,44.4444444444,2.5,12.6
LT1818CS5#TRMPBF,400000,9000,44.4444444444,2.5,12.6
LT1818CS8#PBF,400000,9000,44.4444444444,2.5,12.6
LT1818CS8,400000,9000,44.4444444444,2.5,12.6
LT1818CS8#TRPBF,400000,9000,44.4444444444,2.5,12.6
LT1818CS8#TR,400000,9000,44.4444444444,2.5,12.6
LT1818CS5#TR,400000,9000,44.4444444444,2.5,12.6
LT1818CS5#TRM,400000,9000,44.4444444444,2.5,12.6
LT1818CS5#TRPBF,400000,9000,44.4444444444,2.5,12.6
LT1818IS5#TRM,400000,9000,44.4444444444,2.5,12.6
LT1818IS8,400000,9000,44.4444444444,2.5,12.6
LT1818IS8#PBF,400000,9000,44.4444444444,2.5,12.6
LT1818IS5#TRMPBF,400000,9000,44.4444444444,2.5,12.6
LT1818IS5#TR,400000,9000,44.4444444444,2.5,12.6
LT1818IS8#TR,400000,9000,44.4444444444,2.5,12.6
LT1818IS5#TRPBF,400000,9000,44.4444444444,2.5,12.6
LT1818IS8#TRPBF,400000,9000,44.4444444444,2.5,12.6
LT1819CS8,400000,9000,44.4444444444,2.5,12.6
LT1819CMS8,400000,9000,44.4444444444,2.5,12.6
LT1819CMS8#PBF,400000,9000,44.4444444444,2.5,12.6
LT1819CMS8#TR,400000,9000,44.4444444444,2.5,12.6
LT1819CS8#TR,400000,9000,44.4444444444,2.5,12.6
LT1819CMS8#TRPBF,400000,9000,44.4444444444,2.5,12.6
LT1819CS8#TRPBF,400000,9000,44.4444444444,2.5,12.6
LT1819IS8,400000,9000,44.4444444444,2.5,12.6
LT1819IMS8,400000,9000,44.4444444444,2.5,12.6
LT1819IS8#PBF,400000,9000,44.4444444444,2.5,12.6
LT1819IMS8#PBF,400000,9000,44.4444444444,2.5,12.6
LT1819IMS8#TR,400000,9000,44.4444444444,2.5,12.6
LT1819IS8#TR,400000,9000,44.4444444444,2.5,12.6
LT1819IMS8#TRPBF,400000,9000,44.4444444444,2.5,12.6
LT1819IS8#TRPBF,400000,9000,44.4444444444,2.5,12.6
MCP6N11T-100E/MNY,35000,800,43.75,1.8,5.5
MCP6N11-100E/SN,35000,800,43.75,1.8,5.5
MCP6N11T-100E/SN,35000,800,43.75,1.8,5.5
TSV6290AICT,1300,30,43.3333333333,1.5,5.5
TSV6291ILT,1300,30,43.3333333333,1.5,5.5
TSV6291AILT,1300,30,43.3333333333,1.5,5.5
TSV6291ICT,1300,30,43.3333333333,1.5,5.5
TSV6290ILT,1300,30,43.3333333333,1.5,5.5
TSV6291AICT,1300,30,43.3333333333,1.5,5.5
TSV6290AILT,1300,30,43.3333333333,1.5,5.5
TSV6290ICT,1300,30,43.3333333333,1.5,5.5
TSV6191ICT,450,10.5,42.8571428571,1.5,5.5
TSV6191AILT,450,10.5,42.8571428571,1.5,5.5
TSV6192IDT,450,10.5,42.8571428571,1.5,5.5
TSV6192IST,450,10.5,42.8571428571,1.5,5.5
TSV6191AICT,450,10.5,42.8571428571,1.5,5.5
TSV6192AIDT,450,10.5,42.8571428571,1.5,5.5
TSV6192AIST,450,10.5,42.8571428571,1.5,5.5
TSV6191ILT,450,10.5,42.8571428571,1.5,5.5
TSV6192ID,450,10.5,42.8571428571,1.5,5.5
TSV6192AID,450,10.5,42.8571428571,1.5,5.5
MAX9636AXT+T,1500,36,41.6666666667,2.1,5.5
MAX9638AVB+T,1500,36,41.6666666667,2.1,5.5
LMH6611MKE/NOPB,135000,3300,40.9090909091,2.7,11
LMH6611MK/NOPB,135000,3300,40.9090909091,2.7,11
LMH6611MKX/NOPB,135000,3300,40.9090909091,2.7,11
LT6200CS6-5#TRMPBF,800000,20000,40,2.5,12.6
TSV6391AILT,2400,60,40,1.5,5.5
TSV6390ILT,2400,60,40,1.5,5.5
TSV6390AILT,2400,60,40,1.5,5.5
TSV6392ILT,2400,60,40,1.5,5.5
TSV6391ILT,2400,60,40,1.5,5.5
TSV6392IST,2400,60,40,1.5,5.5
TSV6391ICT,2400,60,40,1.5,5.5
TSV6390AICT,2400,60,40,1.5,5.5
TSV6390ICT,2400,60,40,1.5,5.5
TSV6394IPT,2400,60,40,1.5,5.5
TSV6395IPT,2400,60,40,1.5,5.5
TSV6393IST,2400,60,40,1.5,5.5
TSV6392IDT,2400,60,40,1.5,5.5
TSV6392AILT,2400,60,40,1.5,5.5
TSV6392AIST,2400,60,40,1.5,5.5
TSV6391AICT,2400,60,40,1.5,5.5
TSV6393AIST,2400,60,40,1.5,5.5
TSV6395AIPT,2400,60,40,1.5,5.5
TSV6394AIPT,2400,60,40,1.5,5.5
LMH6619MA/NOPB,58000,1450,40,2.7,11
LT6200CS6-5#TRM,800000,20000,40,2.5,12.6
TSV6392AIDT,2400,60,40,1.5,5.5
LT6200CS8-5,800000,20000,40,2.5,12.6
LT6200CS8-5#PBF,800000,20000,40,2.5,12.6
LT6200CS8-5#TR,800000,20000,40,2.5,12.6
LT6200CS8-5#TRPBF,800000,20000,40,2.5,12.6
LT6200CS6-5#TR,800000,20000,40,2.5,12.6
LT6200CS6-5#TRPBF,800000,20000,40,2.5,12.6
LT6200IS8-5,800000,20000,40,2.5,12.6
LT6200IS8-5#PBF,800000,20000,40,2.5,12.6
LT6200IS8-5#TR,800000,20000,40,2.5,12.6
LT6200IS8-5#TRPBF,800000,20000,40,2.5,12.6
LT6200IS6-5#TRM,800000,20000,40,2.5,12.6
LT6200IS6-5#TR,800000,20000,40,2.5,12.6
LT6200IS6-5#TRMPBF,800000,20000,40,2.5,12.6
TSV6392AID,2400,60,40,1.5,5.5
TSV6392ID,2400,60,40,1.5,5.5
LMH6619MAX/NOPB,58000,1450,40,2.7,11
LMH6619MAE/NOPB,58000,1450,40,2.7,11
LT6200IS6-5#TRPBF,800000,20000,40,2.5,12.6
LT1800CS5#TRMPBF,70000,1800,38.8888888889,2.3,12.6
LT1800CS8#PBF,70000,1800,38.8888888889,2.3,12.6
LT1800IS8#PBF,70000,1800,38.8888888889,2.3,12.6
LT1801CS8#PBF,70000,1800,38.8888888889,2.3,12.6
LT1801CMS8#PBF,70000,1800,38.8888888889,2.3,12.6
LT1801IMS8#PBF,70000,1800,38.8888888889,2.3,12.6
LT1802CS#PBF,70000,1800,38.8888888889,2.3,12.6
LT1801IS8#PBF,70000,1800,38.8888888889,2.3,12.6
LT1800CS8,70000,1800,38.8888888889,2.3,12.6
LT1800CS8#TR,70000,1800,38.8888888889,2.3,12.6
LT1800CS8#TRPBF,70000,1800,38.8888888889,2.3,12.6
LT1800CS5#TRM,70000,1800,38.8888888889,2.3,12.6
LT1800CS5#TR,70000,1800,38.8888888889,2.3,12.6
LT1800CS5#TRPBF,70000,1800,38.8888888889,2.3,12.6
LT1800IS8,70000,1800,38.8888888889,2.3,12.6
LT1800IS8#TR,70000,1800,38.8888888889,2.3,12.6
LT1800IS8#TRPBF,70000,1800,38.8888888889,2.3,12.6
LT1800IS5#TRM,70000,1800,38.8888888889,2.3,12.6
LT1800IS5#TR,70000,1800,38.8888888889,2.3,12.6
LT1800IS5#TRPBF,70000,1800,38.8888888889,2.3,12.6
LT1800IS5#TRMPBF,70000,1800,38.8888888889,2.3,12.6
LT1801CS8,70000,1800,38.8888888889,2.3,12.6
LT1801CS8#TR,70000,1800,38.8888888889,2.3,12.6
LT1801CS8#TRPBF,70000,1800,38.8888888889,2.3,12.6
LT1801CMS8,70000,1800,38.8888888889,2.3,12.6
LT1801CMS8#TRPBF,70000,1800,38.8888888889,2.3,12.6
LT1801CDD#PBF,70000,1800,38.8888888889,2.3,12.6
LT1801CDD,70000,1800,38.8888888889,2.3,12.6
LT1801CDD#TR,70000,1800,38.8888888889,2.3,12.6
LT1801CDD#TRPBF,70000,1800,38.8888888889,2.3,12.6
LT1801IS8,70000,1800,38.8888888889,2.3,12.6
LT1801IS8#TR,70000,1800,38.8888888889,2.3,12.6
LT1801IS8#TRPBF,70000,1800,38.8888888889,2.3,12.6
LT1801IMS8,70000,1800,38.8888888889,2.3,12.6
LT1801IMS8#TR,70000,1800,38.8888888889,2.3,12.6
LT1801IMS8#TRPBF,70000,1800,38.8888888889,2.3,12.6
LT1801IDD,70000,1800,38.8888888889,2.3,12.6
LT1801IDD#PBF,70000,1800,38.8888888889,2.3,12.6
LT1801IDD#TR,70000,1800,38.8888888889,2.3,12.6
LT1801IDD#TRPBF,70000,1800,38.8888888889,2.3,12.6
LT1802CS,70000,1800,38.8888888889,2.3,12.6
LT1802CS#TR,70000,1800,38.8888888889,2.3,12.6
LT1802CS#TRPBF,70000,1800,38.8888888889,2.3,12.6
LT1802IS,70000,1800,38.8888888889,2.3,12.6
LT1802IS#PBF,70000,1800,38.8888888889,2.3,12.6
LT1802IS#TR,70000,1800,38.8888888889,2.3,12.6
LT1802IS#TRPBF,70000,1800,38.8888888889,2.3,12.6
EL2045CSZ,200000,5200,38.4615384615,2.5,36
EL2045CSZ-T13,200000,5200,38.4615384615,2.5,36
EL2045CSZ-T7,200000,5200,38.4615384615,2.5,36
EL2045CN,200000,5200,38.4615384615,2.5,36
EL2045CS,200000,5200,38.4615384615,2.5,36
EL2045CS-T13,200000,5200,38.4615384615,2.5,36
EL2045CS-T7,200000,5200,38.4615384615,2.5,36
LMH6612MAX/NOPB,130000,3450,37.6811594203,2.7,11
LMH6612MA/NOPB,130000,3450,37.6811594203,2.7,11
LT6202CS5#TRMPBF,100000,2800,35.7142857143,2.5,12.6
LT6202IS5#TRMPBF,100000,2800,35.7142857143,2.5,12.6
LT6203CS8#PBF,100000,2800,35.7142857143,2.5,12.6
LT6203CMS8#PBF,100000,2800,35.7142857143,2.5,12.6
LT6203CDD#PBF,100000,2800,35.7142857143,2.5,12.6
LT6203IDD#PBF,100000,2800,35.7142857143,2.5,12.6
LT6202CS8,100000,2800,35.7142857143,2.5,12.6
LT6202CS8#TR,100000,2800,35.7142857143,2.5,12.6
LT6202CS8#TRPBF,100000,2800,35.7142857143,2.5,12.6
LT6202CS5#TR,100000,2800,35.7142857143,2.5,12.6
LT6202CS5#TRPBF,100000,2800,35.7142857143,2.5,12.6
LT6202CS5#TRM,100000,2800,35.7142857143,2.5,12.6
LT6202IS8,100000,2800,35.7142857143,2.5,12.6
LT6202IS8#PBF,100000,2800,35.7142857143,2.5,12.6
LT6202IS8#TR,100000,2800,35.7142857143,2.5,12.6
LT6202IS8#TRPBF,100000,2800,35.7142857143,2.5,12.6
LT6202IS5#TR,100000,2800,35.7142857143,2.5,12.6
LT6202IS5#TRM,100000,2800,35.7142857143,2.5,12.6
LT6202IS5#TRPBF,100000,2800,35.7142857143,2.5,12.6
LT6202HS5#TRMPBF,100000,2800,35.7142857143,2.5,12.6
LT6202HS5#TRPBF,100000,2800,35.7142857143,2.5,12.6
LT6203CS8,100000,2800,35.7142857143,2.5,12.6
LT6202CS8#PBF,100000,2800,35.7142857143,2.5,12.6
LT6203CS8#TR,100000,2800,35.7142857143,2.5,12.6
LT6203CS8#TRPBF,100000,2800,35.7142857143,2.5,12.6
LT6203CMS8,100000,2800,35.7142857143,2.5,12.6
LT6203CMS8#TR,100000,2800,35.7142857143,2.5,12.6
LT6203CMS8#TRPBF,100000,2800,35.7142857143,2.5,12.6
LT6203CDD,100000,2800,35.7142857143,2.5,12.6
LT6203CDD#TR,100000,2800,35.7142857143,2.5,12.6
LT6203CDD#TRPBF,100000,2800,35.7142857143,2.5,12.6
LT6203IS8,100000,2800,35.7142857143,2.5,12.6
LT6203IS8#PBF,100000,2800,35.7142857143,2.5,12.6
LT6203IS8#TR,100000,2800,35.7142857143,2.5,12.6
LT6203IS8#TRPBF,100000,2800,35.7142857143,2.5,12.6
LT6203IMS8,100000,2800,35.7142857143,2.5,12.6
LT6203IMS8#PBF,100000,2800,35.7142857143,2.5,12.6
LT6203IMS8#TR,100000,2800,35.7142857143,2.5,12.6
LT6203IMS8#TRPBF,100000,2800,35.7142857143,2.5,12.6
LT6203IDD,100000,2800,35.7142857143,2.5,12.6
LT6203IDD#TR,100000,2800,35.7142857143,2.5,12.6
LT6203IDD#TRPBF,100000,2800,35.7142857143,2.5,12.6
LT6203HMS8#PBF,100000,2800,35.7142857143,2.5,12.6
LT6203HMS8#TRPBF,100000,2800,35.7142857143,2.5,12.6
LT6204CS,100000,2800,35.7142857143,2.5,12.6
LT6204CS#TR,100000,2800,35.7142857143,2.5,12.6
LT6204CS#TRPBF,100000,2800,35.7142857143,2.5,12.6
LT6204CGN,100000,2800,35.7142857143,2.5,12.6
LT6204CGN#PBF,100000,2800,35.7142857143,2.5,12.6
LT6204CGN#TR,100000,2800,35.7142857143,2.5,12.6
LT6204CGN#TRPBF,100000,2800,35.7142857143,2.5,12.6
LT6204IS#PBF,100000,2800,35.7142857143,2.5,12.6
LT6204IS,100000,2800,35.7142857143,2.5,12.6
LT6204IS#TR,100000,2800,35.7142857143,2.5,12.6
LT6204IS#TRPBF,100000,2800,35.7142857143,2.5,12.6
LT6204IGN,100000,2800,35.7142857143,2.5,12.6
LT6204IGN#PBF,100000,2800,35.7142857143,2.5,12.6
LT6204IGN#TR,100000,2800,35.7142857143,2.5,12.6
LT6204IGN#TRPBF,100000,2800,35.7142857143,2.5,12.6
LT6204CS#PBF,100000,2800,35.7142857143,2.5,12.6
EL8203ISZ-T7,200000,5600,35.7142857143,3,5
EL8202IYZ-T13,200000,5600,35.7142857143,3,5
EL8203ISZ-T13,200000,5600,35.7142857143,3,5
EL8202IYZ,200000,5600,35.7142857143,3,5
EL8302IUZ-T7,200000,5600,35.7142857143,3,5
EL8302ISZ-T7,200000,5600,35.7142857143,3,5
EL8302ISZ-T13,200000,5600,35.7142857143,3,5
EL8302IUZ-T13,200000,5600,35.7142857143,3,5
EL8202IYZ-T7,200000,5600,35.7142857143,3,5
EL8203ISZ,200000,5600,35.7142857143,3,5
EL8302ISZ,200000,5600,35.7142857143,3,5
EL8403ISZ-T7,200000,5600,35.7142857143,3,5
EL8403IUZ-T7,200000,5600,35.7142857143,3,5
EL8403ISZ-T13,200000,5600,35.7142857143,3,5
EL8403IUZ-T13,200000,5600,35.7142857143,3,5
EL8302IUZ,200000,5600,35.7142857143,3,5
EL8403ISZ,200000,5600,35.7142857143,3,5
EL8403IUZ,200000,5600,35.7142857143,3,5
EL8102IWZ-T7,200000,5600,35.7142857143,3,5
EL8102IS,200000,5600,35.7142857143,3,5
EL8202IY,200000,5600,35.7142857143,3,5
EL8203IS,200000,5600,35.7142857143,3,5
EL8203IY,200000,5600,35.7142857143,3,5
EL8302IS,200000,5600,35.7142857143,3,5
EL8302IU,200000,5600,35.7142857143,3,5
EL8403IS,200000,5600,35.7142857143,3,5
EL8403IU,200000,5600,35.7142857143,3,5
EL8102IW-T7,200000,5600,35.7142857143,3,5
EL8103IW-T7,200000,5600,35.7142857143,3,5
EL8102IS-T7,200000,5600,35.7142857143,3,5
EL8102IW-T7A,200000,5600,35.7142857143,3,5
EL8103IW-T7A,200000,5600,35.7142857143,3,5
EL8202IY-T7,200000,5600,35.7142857143,3,5
EL8203IS-T7,200000,5600,35.7142857143,3,5
EL8203IY-T7,200000,5600,35.7142857143,3,5
EL8302IS-T7,200000,5600,35.7142857143,3,5
EL8302IU-T7,200000,5600,35.7142857143,3,5
EL8403IS-T7,200000,5600,35.7142857143,3,5
EL8403IU-T7,200000,5600,35.7142857143,3,5
EL8102ISZ,200000,5600,35.7142857143,3,5
EL8103IWZ-T7A,200000,5600,35.7142857143,3,5
EL8102IS-T13,200000,5600,35.7142857143,3,5
EL8202IY-T13,200000,5600,35.7142857143,3,5
EL8203IS-T13,200000,5600,35.7142857143,3,5
EL8203IY-T13,200000,5600,35.7142857143,3,5
EL8302IS-T13,200000,5600,35.7142857143,3,5
EL8302IU-T13,200000,5600,35.7142857143,3,5
EL8403IS-T13,200000,5600,35.7142857143,3,5
EL8403IU-T13,200000,5600,35.7142857143,3,5
MAX4124EUK+T,25000,725,34.4827586207,2.7,6.5
MAX4128ESA+,25000,725,34.4827586207,2.7,6.5
MAX4128EUA+,25000,725,34.4827586207,2.7,6.5
MAX4125ESA+,25000,725,34.4827586207,2.7,6.5
MAX4125ESA,25000,725,34.4827586207,2.7,6.5
MAX4125ESA+T,25000,725,34.4827586207,2.7,6.5
MAX4125EUA,25000,725,34.4827586207,2.7,6.5
MAX4124EUK-T,25000,725,34.4827586207,2.7,6.5
MAX4128ESA,25000,725,34.4827586207,2.7,6.5
MAX4128ESA+T,25000,725,34.4827586207,2.7,6.5
MAX4128EUA+T,25000,725,34.4827586207,2.7,6.5
LT1815CS5#TRMPBF,220000,6500,33.8461538462,2.5,11
LT1815IS5#TRM,220000,6500,33.8461538462,2.5,11
LT1815CS8,220000,6500,33.8461538462,2.5,11
LT1815CS8#PBF,220000,6500,33.8461538462,2.5,11
LT1815CS8#TR,220000,6500,33.8461538462,2.5,11
LT1815CS8#TRPBF,220000,6500,33.8461538462,2.5,11
LT1815CS5#TR,220000,6500,33.8461538462,2.5,11
LT1815CS5#TRPBF,220000,6500,33.8461538462,2.5,11
LT1815CS5#TRM,220000,6500,33.8461538462,2.5,11
LT1815IS8,220000,6500,33.8461538462,2.5,11
LT1815IS8#PBF,220000,6500,33.8461538462,2.5,11
LT1815IS8#TR,220000,6500,33.8461538462,2.5,11
LT1815IS8#TRPBF,220000,6500,33.8461538462,2.5,11
LT1815CS6#TR,220000,6500,33.8461538462,2.5,11
LT1815IS5#TR,220000,6500,33.8461538462,2.5,11
LT1815CS6#TRPBF,220000,6500,33.8461538462,2.5,11
LT1815CS6#TRMPBF,220000,6500,33.8461538462,2.5,11
LT1815IS5#TRMPBF,220000,6500,33.8461538462,2.5,11
LT1815CS6#TRM,220000,6500,33.8461538462,2.5,11
LT1815IS6#TRM,220000,6500,33.8461538462,2.5,11
LT1815IS6#TR,220000,6500,33.8461538462,2.5,11
LT1815IS6#TRMPBF,220000,6500,33.8461538462,2.5,11
LT1815IS6#TRPBF,220000,6500,33.8461538462,2.5,11
LT1816CMS8,220000,6500,33.8461538462,2.5,11
LT1816CS8,220000,6500,33.8461538462,2.5,11
LT1816CDD,220000,6500,33.8461538462,2.5,11
LT1816CDD#PBF,220000,6500,33.8461538462,2.5,11
LT1816CMS8#PBF,220000,6500,33.8461538462,2.5,11
LT1816CS8#PBF,220000,6500,33.8461538462,2.5,11
LT1816CMS8#TRPBF,220000,6500,33.8461538462,2.5,11
LT1816CDD#TRPBF,220000,6500,33.8461538462,2.5,11
LT1816CS8#TR,220000,6500,33.8461538462,2.5,11
LT1816CMS8#TR,220000,6500,33.8461538462,2.5,11
LT1816CDD#TR,220000,6500,33.8461538462,2.5,11
LT1816IMS8,220000,6500,33.8461538462,2.5,11
LT1816IS8,220000,6500,33.8461538462,2.5,11
LT1816IDD,220000,6500,33.8461538462,2.5,11
LT1816IMS8#PBF,220000,6500,33.8461538462,2.5,11
LT1816IS8#PBF,220000,6500,33.8461538462,2.5,11
LT1816IDD#PBF,220000,6500,33.8461538462,2.5,11
LT1816IS8#TR,220000,6500,33.8461538462,2.5,11
LT1816IMS8#TR,220000,6500,33.8461538462,2.5,11
LT1816ACMS#TR,220000,6500,33.8461538462,2.5,11
LT1816IDD#TR,220000,6500,33.8461538462,2.5,11
LT1816IDD#TRPBF,220000,6500,33.8461538462,2.5,11
LT1816IMS8#TRPBF,220000,6500,33.8461538462,2.5,11
LT1817CGN,220000,6500,33.8461538462,2.5,11
LT1817CS,220000,6500,33.8461538462,2.5,11
LT1817CGN#PBF,220000,6500,33.8461538462,2.5,11
LT1817CGN#TR,220000,6500,33.8461538462,2.5,11
LT1817CS#TR,220000,6500,33.8461538462,2.5,11
LT1817CGN#TRPBF,220000,6500,33.8461538462,2.5,11
LT1816AIMS,220000,6500,33.8461538462,2.5,11
LT1816AIMS#TR,220000,6500,33.8461538462,2.5,11
LT1817IGN,220000,6500,33.8461538462,2.5,11
LT1817IS,220000,6500,33.8461538462,2.5,11
LT1817IS#PBF,220000,6500,33.8461538462,2.5,11
LT1816ACMS,220000,6500,33.8461538462,2.5,11
LT1817IS#TR,220000,6500,33.8461538462,2.5,11
LT1817IGN#TR,220000,6500,33.8461538462,2.5,11
